Doc,Emotions,Topics
975,sadness | neutral,environment | entertainment | sports | health
976,disgust | neutral,technology | environment | crime | health | entertainment | education
977,anger | sadness | neutral,technology | environment | crime | health | entertainment
978,fear | sadness | surprise | neutral,technology | environment | crime | health | entertainment | education
979,disgust | sadness | neutral,technology | environment | crime | health | entertainment
980,disgust | sadness | fear | neutral,technology | crime | environment | health | entertainment | money
981,sadness | fear | neutral,sports | technology | crime | environment | health | entertainment | education | money
982,sadness | fear | neutral,environment | entertainment | crime | health
983,sadness | neutral,technology | crime | environment | health | entertainment
984,sadness | fear | neutral,technology | environment | crime | health | entertainment
985,disgust | anger | neutral,technology | environment | crime | health | entertainment | money
986,anger | neutral,technology | environment | politics | crime | entertainment | money
987,disgust | sadness | neutral,environment | crime | health | entertainment | money
988,neutral,environment | entertainment | technology | health
989,anger | sadness | fear | neutral,technology | environment | politics | crime | health | entertainment | money
990,anger | neutral,technology | environment | crime | health | entertainment
991,neutral,sports | technology | crime | politics | environment | entertainment | money
992,neutral,sports | technology | crime | environment | entertainment | education
993,disgust | sadness | surprise | neutral,environment | entertainment | technology
994,disgust | joy | neutral,technology | environment | health | entertainment | money
995,neutral,environment | entertainment | health
996,neutral,environment | entertainment | money | technology
997,neutral,technology | crime | environment | health | entertainment | money
998,neutral,environment | entertainment
999,neutral,technology | environment | politics | crime | entertainment | education | money
1000,anger | neutral,technology | environment | crime | entertainment | money
1001,sadness | joy | neutral,environment | entertainment | sports | health
1002,neutral,politics | entertainment | environment
1003,anger | sadness | surprise | neutral,environment | crime | entertainment | education | money
1004,joy | neutral,environment | entertainment | politics
1005,joy | neutral,sports | environment | crime | entertainment | money
1006,fear | neutral,technology | environment | crime | entertainment | education
1007,surprise | neutral,politics | entertainment | environment
1008,sadness | neutral,technology | crime | environment | health | entertainment | money
1009,sadness | neutral,crime | entertainment | money | environment
1010,sadness | neutral,environment | entertainment | money | technology
1011,disgust | sadness | neutral,technology | environment | crime | entertainment | money
1012,disgust | anger | surprise | neutral,environment | entertainment | technology | crime
1013,anger | neutral,technology | environment | crime | politics | entertainment | education | money
1014,neutral,environment | entertainment | education | health
1015,neutral,technology | environment | entertainment | education | money
1016,sadness | joy | neutral,sports | technology | environment | entertainment | money
1017,surprise | neutral,technology | environment | entertainment | education | money
1018,surprise | neutral,environment | crime | politics | health | entertainment | education | money
1019,anger | neutral,environment | entertainment | crime
1020,anger | fear | neutral,environment | entertainment | crime | health
1021,sadness | joy | neutral,technology | environment | crime | entertainment | education
1022,disgust | neutral,environment | entertainment | money | health
1023,disgust | fear | sadness | joy | surprise | neutral | anger,sports | technology | environment | crime | politics | health | entertainment | education | money
1024,anger | joy | neutral,technology | crime | environment | entertainment | money
1025,neutral,technology | environment | health | entertainment | education | money
1026,disgust | fear | sadness | neutral | anger,technology | environment | politics | crime | health | entertainment
1027,sadness | neutral,technology | environment | crime | entertainment | money
1028,anger | sadness | neutral,technology | crime | environment | entertainment | education | money
1029,fear | sadness | neutral,technology | environment | health | entertainment | education
1030,sadness | neutral,sports | environment | crime | health | entertainment | money
1031,anger | fear | sadness | neutral,crime | entertainment | politics | environment
1032,disgust | sadness | neutral,environment | crime | health | entertainment | money
1033,anger | sadness | fear | neutral,technology | environment | politics | health | entertainment | money
1034,sadness | surprise | neutral,technology | environment | crime | health | entertainment
1035,disgust | joy | neutral,environment | politics | crime | entertainment | education | money
1036,disgust | sadness | neutral,technology | crime | environment | health | entertainment
1037,anger | sadness | joy | neutral,sports | technology | crime | environment | health | entertainment | money
1038,sadness | neutral,sports | technology | environment | crime | entertainment
1039,anger | sadness | joy | neutral,technology | crime | environment | entertainment | education | money
1040,sadness | fear | neutral,crime | environment | health | entertainment | education
1041,sadness | joy | neutral,environment | entertainment | crime | health
1042,sadness | neutral,sports | technology | environment | politics | health | entertainment | education
1043,disgust | sadness | neutral,environment | entertainment | technology | crime
1044,sadness | neutral,technology | environment | politics | crime | health | entertainment
1045,disgust | anger | fear | neutral,technology | environment | politics | health | entertainment | money
1046,fear | neutral,crime | politics | environment | entertainment | money
1047,anger | sadness | neutral,technology | environment | crime | entertainment | money
1048,disgust | sadness | neutral,technology | environment | crime | health | entertainment
1049,sadness | surprise | neutral,environment | entertainment | money | technology
1050,disgust | anger | sadness | neutral,environment | entertainment | crime | health
1051,sadness | neutral,sports | environment | crime | entertainment | education | money
1052,anger | sadness | neutral,environment | entertainment | crime | technology
1053,anger | sadness | surprise | neutral,sports | crime | environment | politics | health | entertainment | money
1054,anger | sadness | neutral,environment | entertainment | crime
1055,anger | sadness | neutral,environment | entertainment | sports | politics
1056,anger | neutral,environment | entertainment | crime | technology
1057,fear | sadness | neutral,politics | entertainment | crime | environment
1058,fear | surprise | neutral,environment | politics | crime | health | entertainment | money
1059,neutral,crime | entertainment | health | environment
1060,sadness | joy | neutral,politics | environment | entertainment | education | money
1061,sadness | neutral,technology | environment | health | entertainment | money
1062,fear | sadness | neutral,crime | entertainment | environment | health
1063,anger | sadness | neutral,environment | entertainment | technology | health
1064,fear | sadness | surprise | neutral,sports | politics | crime | environment | entertainment | education
1065,sadness | neutral,environment | entertainment | money | health
1066,disgust | sadness | neutral,environment | entertainment | technology
1067,disgust | fear | sadness | neutral | anger,technology | environment | crime | entertainment | education | money
1068,sadness | fear | neutral,sports | technology | crime | politics | environment | entertainment
1069,sadness | neutral,sports | technology | crime | environment | health | entertainment | education | money
1070,sadness | neutral,technology | crime | environment | entertainment | money
1071,sadness | joy | surprise | neutral | anger,technology | environment | crime | health | entertainment
1072,fear | sadness | neutral,crime | entertainment | politics | environment
1073,sadness | neutral,environment | entertainment | money | technology
1074,sadness | fear | neutral | surprise,sports | environment | crime | health | entertainment
1075,sadness | neutral,environment | entertainment | crime
1076,anger | sadness | neutral,technology | environment | crime | health | entertainment | money
1077,disgust | anger | fear | neutral,sports | crime | environment | health | entertainment | education | money
1078,neutral,environment | health | entertainment | education | money
1079,disgust | neutral,sports | technology | environment | crime | health | entertainment
1080,disgust | neutral,sports | technology | environment | crime | health | entertainment | education | money
1081,disgust | anger | neutral,sports | technology | environment | crime | health | entertainment | education
1082,sadness | neutral,environment | politics | health | entertainment | education
1083,disgust | neutral,technology | crime | environment | health | entertainment
1084,sadness | surprise | neutral,technology | environment | crime | health | entertainment | education
1085,anger | sadness | fear | neutral,technology | crime | environment | health | entertainment | education
1086,fear | sadness | neutral | surprise,technology | crime | environment | health | entertainment | education
1087,disgust | sadness | fear | neutral,sports | technology | environment | crime | health | entertainment
1088,sadness | neutral,sports | technology | environment | crime | health | entertainment | education
1089,disgust | fear | sadness | neutral | anger,technology | environment | crime | health | entertainment | education
1090,neutral,sports | technology | environment | crime | entertainment | education | money
1091,anger | fear | neutral,technology | environment | crime | health | entertainment | education | money
1092,anger | neutral,sports | technology | environment | crime | health | entertainment | education | money
1093,surprise | neutral,crime | environment | health | entertainment | education
1094,sadness | neutral,environment | crime | health | entertainment | education | money
1095,disgust | sadness | neutral,environment | entertainment | technology | health
1096,disgust | neutral,sports | technology | environment | crime | health | entertainment | education | money
1097,fear | sadness | neutral,technology | environment | crime | health | entertainment | education
1098,fear | joy | neutral,technology | environment | health | entertainment | education | money
1099,sadness | neutral,technology | environment | crime | health | entertainment
1100,anger | neutral,environment | entertainment | money | technology
1101,disgust | sadness | fear | neutral,technology | environment | crime | health | entertainment
1102,neutral,technology | environment | politics | entertainment | education | money
1103,sadness | neutral,technology | environment | health | entertainment | education
1104,neutral,environment | entertainment | politics | technology
1105,neutral,technology | environment | health | entertainment | education | money
1106,neutral,technology | environment | entertainment | education | money
1107,disgust | sadness | neutral,environment | crime | health | entertainment | education | money
1108,anger | sadness | neutral,technology | environment | crime | health | entertainment | money
1109,sadness | neutral,technology | environment | health | entertainment | education
1110,fear | sadness | neutral,environment | crime | health | entertainment | education
1111,fear | neutral,technology | environment | politics | health | entertainment | education
1112,anger | neutral,sports | technology | environment | politics | crime | entertainment | education
1113,disgust | sadness | fear | neutral,technology | environment | health | entertainment | education | money
1114,sadness | joy | neutral,technology | environment | crime | health | entertainment | education
1115,disgust | fear | neutral,sports | technology | crime | environment | politics | health | entertainment | education | money
1116,disgust | sadness | neutral,sports | technology | environment | health | entertainment
1117,disgust | neutral,sports | technology | environment | crime | health | entertainment | education
1118,anger | fear | sadness | neutral,sports | technology | environment | crime | health | entertainment | education | money
1119,fear | sadness | neutral,technology | crime | environment | health | entertainment | education
1120,fear | sadness | neutral,technology | environment | crime | politics | health | entertainment | education
1121,sadness | neutral,technology | environment | health | entertainment | money
1122,disgust | sadness | neutral,technology | environment | health | entertainment | education
1123,disgust | anger | sadness | neutral,environment | entertainment | crime | health
1124,disgust | sadness | neutral,technology | crime | environment | health | entertainment | money
1125,disgust | fear | sadness | neutral | anger,environment | entertainment | education | health
1126,anger | fear | surprise | neutral,technology | environment | entertainment | education | money
1127,sadness | fear | neutral,sports | technology | environment | health | entertainment | money
1128,anger | neutral,technology | environment | crime | politics | entertainment | education
1129,fear | neutral,technology | crime | environment | health | entertainment | education | money
1130,anger | joy | neutral,technology | environment | politics | health | entertainment | education | money
1131,disgust | joy | neutral,technology | environment | crime | politics | entertainment | education
1132,disgust | sadness | neutral,technology | crime | environment | health | entertainment | education | money
1133,disgust | sadness | neutral,technology | crime | environment | health | entertainment
1134,sadness | fear | neutral,sports | technology | crime | environment | health | entertainment
1135,sadness | fear | neutral,sports | technology | environment | crime | health | entertainment | education
1136,fear | sadness | neutral,sports | technology | environment | crime | health | entertainment | education
1137,fear | sadness | neutral,sports | technology | environment | crime | health | entertainment | money
1138,sadness | neutral,technology | environment | crime | health | entertainment | money
1139,fear | joy | neutral,sports | technology | environment | crime | health | entertainment | education
1140,sadness | neutral,technology | environment | crime | entertainment | money
1141,disgust | sadness | neutral,technology | environment | health | entertainment | education
1142,joy | neutral,technology | environment | crime | health | entertainment | money
1143,anger | fear | neutral,technology | crime | environment | politics | health | entertainment | money
1144,sadness | joy | neutral,environment | crime | health | entertainment | money
1145,neutral,technology | environment | politics | crime | entertainment | money
1146,anger | sadness | neutral,technology | environment | health | entertainment | education
1147,sadness | neutral,technology | environment | crime | politics | health | entertainment | education
1148,neutral,environment | entertainment | sports | technology
1149,neutral,environment | entertainment | money | technology
1150,neutral,technology | environment | crime | health | entertainment
1151,anger | neutral,technology | environment | politics | crime | health | entertainment | money
1152,fear | neutral,environment | entertainment | money | technology
1153,fear | neutral,sports | technology | environment | politics | crime | entertainment | education
1154,neutral,sports | technology | environment | crime | entertainment | education
1155,anger | neutral,crime | entertainment | technology | environment
1156,surprise | neutral,environment | entertainment | crime | technology
1157,disgust | neutral,technology | environment | health | entertainment | money
1158,disgust | sadness | neutral,technology | environment | crime | health | entertainment | money
1159,anger | neutral,sports | technology | environment | crime | health | entertainment
1160,sadness | fear | neutral,technology | environment | crime | health | entertainment | money
1161,fear | joy | neutral,environment | entertainment | education | technology
1162,surprise | neutral,technology | environment | crime | entertainment | money
1163,disgust | sadness | neutral,technology | environment | crime | health | entertainment
1164,disgust | neutral,technology | environment | health | entertainment | money
1165,fear | neutral,environment | entertainment | money | technology
1166,neutral,technology | environment | health | entertainment | education | money
1167,anger | neutral,sports | technology | environment | crime | health | entertainment | education | money
1168,anger | neutral,environment | entertainment | technology | crime
1169,anger | sadness | neutral,technology | politics | environment | health | entertainment | education | money
1170,fear | joy | neutral | surprise,sports | technology | environment | entertainment | education
1171,anger | sadness | neutral,environment | entertainment | politics | technology
1172,surprise | neutral,technology | environment | entertainment | education | money
1173,disgust | neutral,technology | environment | health | entertainment | money
1174,sadness | neutral,environment | entertainment | technology
1175,sadness | neutral,technology | environment | health | entertainment | money
1176,sadness | neutral,sports | technology | environment | health | entertainment | education
1177,disgust | fear | sadness | joy | surprise | neutral | anger,sports | technology | politics | environment | entertainment | money
1178,fear | surprise | neutral,sports | technology | environment | politics | entertainment | education | money
1179,disgust | fear | neutral,technology | environment | health | entertainment | education
1180,anger | neutral,technology | environment | politics | crime | health | entertainment
1181,neutral,environment | entertainment | technology
1182,sadness | fear | neutral,technology | environment | crime | health | entertainment | money
1183,fear | neutral,sports | technology | environment | crime | entertainment | education | money
1184,sadness | neutral,technology | environment | crime | health | entertainment | education | money
1185,disgust | fear | surprise | neutral,technology | environment | crime | entertainment | education
1186,disgust | anger | neutral,sports | technology | environment | crime | entertainment | money
1187,fear | surprise | neutral,technology | environment | crime | entertainment | money
1188,fear | sadness | neutral,sports | technology | environment | politics | entertainment | education | money
1189,sadness | neutral,environment | entertainment | technology | health
1190,anger | neutral,technology | environment | crime | health | entertainment | education | money
1191,anger | neutral,technology | environment | politics | crime | entertainment | money
1192,neutral,technology | politics | environment | entertainment | education | money
1193,sadness | neutral,politics | entertainment | health | environment
1194,fear | sadness | joy | neutral,environment | entertainment | crime | technology
1195,neutral,sports | technology | politics | environment | entertainment
1196,disgust | neutral,technology | environment | politics | crime | entertainment | money
1197,sadness | joy | neutral,environment | entertainment
1198,anger | neutral,technology | environment | crime | entertainment | education | money
1199,neutral,technology | environment | politics | health | entertainment
1200,joy | neutral,technology | politics | environment | entertainment | education
1201,sadness | neutral,technology | environment | health | entertainment | money
1202,disgust | neutral,environment | entertainment | crime | technology
1203,joy | neutral,technology | politics | environment | health | entertainment
1204,anger | sadness | neutral,technology | politics | crime | environment | entertainment | money
1205,neutral,technology | environment | politics | entertainment | education | money
1206,neutral,technology | politics | environment | health | entertainment
1207,anger | neutral,technology | environment | crime | entertainment | money
1208,anger | sadness | neutral,sports | technology | environment | politics | entertainment | money
1209,anger | fear | neutral,sports | technology | environment | crime | entertainment
1210,fear | sadness | neutral,technology | environment | politics | entertainment | money
1211,disgust | joy | neutral,technology | environment | politics | crime | health | entertainment | money
1212,fear | surprise | neutral,environment | entertainment | crime
1213,anger | neutral,technology | environment | politics | crime | entertainment | money
1214,disgust | sadness | joy | neutral,technology | environment | crime | entertainment | education
1215,anger | sadness | surprise | neutral,technology | environment | crime | health | entertainment | money
1216,joy | neutral,technology | environment | politics | crime | entertainment | education | money
1217,anger | fear | neutral,environment | entertainment | technology | crime
1218,disgust | anger | sadness | neutral,technology | environment | politics | crime | entertainment
1219,disgust | neutral,technology | environment | crime | politics | entertainment | money
1220,disgust | surprise | neutral,technology | environment | crime | politics | health | entertainment | money
1221,disgust | sadness | joy | neutral,technology | environment | politics | crime | health | entertainment | money
1222,disgust | neutral,technology | environment | politics | crime | health | entertainment | education | money
1223,anger | neutral,technology | environment | crime | politics | entertainment | money
1224,fear | joy | neutral,sports | technology | environment | politics | entertainment | education
1225,sadness | neutral,technology | environment | politics | crime | entertainment | money
1226,disgust | fear | neutral,technology | politics | crime | environment | entertainment | money
1227,sadness | neutral,technology | environment | politics | entertainment | money
1228,anger | sadness | neutral,technology | environment | politics | health | entertainment
1229,sadness | joy | neutral,sports | technology | politics | crime | environment | entertainment | money
1230,disgust | sadness | neutral,technology | environment | crime | politics | entertainment | money
1231,disgust | neutral,environment | politics | crime | entertainment | money
1232,disgust | anger | neutral,technology | environment | crime | health | entertainment
1233,fear | sadness | joy | neutral,technology | environment | politics | crime | entertainment
1234,sadness | neutral,technology | politics | crime | environment | entertainment | education
1235,disgust | neutral,technology | environment | crime | politics | entertainment | money
1236,anger | neutral,environment | entertainment | politics | technology
1237,sadness | neutral,technology | environment | crime | health | entertainment | money
1238,anger | neutral,sports | technology | environment | politics | entertainment
1239,disgust | anger | fear | neutral,sports | technology | environment | politics | crime | entertainment
1240,sadness | neutral,environment | politics | crime | entertainment | education | money
1241,disgust | anger | surprise | neutral,sports | technology | environment | politics | crime | health | entertainment
1242,anger | fear | neutral,technology | environment | crime | entertainment | money
1243,joy | neutral,technology | environment | politics | health | entertainment | education
1244,disgust | sadness | joy | neutral,technology | politics | environment | entertainment | money
1245,anger | sadness | neutral,environment | entertainment | politics
1246,anger | sadness | neutral,technology | environment | politics | crime | entertainment
1247,anger | neutral,sports | technology | environment | crime | politics | entertainment | money
1248,fear | neutral,technology | environment | politics | health | entertainment
1249,anger | neutral,technology | environment | crime | entertainment | money
1250,surprise | neutral,sports | technology | environment | entertainment | money
1251,neutral,technology | environment | crime | entertainment | money
1252,neutral,environment | entertainment | money | technology
1253,disgust | fear | joy | neutral | anger,technology | environment | entertainment | education | money
1254,anger | neutral,technology | crime | environment | entertainment | money
1255,disgust | sadness | surprise | neutral | anger,technology | environment | health | entertainment | education | money
1256,anger | fear | sadness | neutral,technology | crime | environment | entertainment | money
1257,sadness | fear | neutral,technology | environment | crime | entertainment | education | money
1258,fear | sadness | surprise | neutral,technology | environment | health | entertainment | education
1259,anger | neutral,environment | entertainment | sports | technology
1260,disgust | sadness | joy | neutral | anger,environment | entertainment | money | crime
1261,neutral,technology | environment | crime | entertainment | money
1262,anger | neutral,technology | environment | politics | crime | entertainment | money
1263,neutral,technology | environment | crime | entertainment | money
1264,fear | sadness | neutral,technology | environment | entertainment | education | money
1265,joy | neutral,sports | technology | environment | entertainment | education | money
1266,sadness | neutral,technology | environment | crime | health | entertainment | money
1267,sadness | fear | neutral,environment | entertainment | money | crime
1268,fear | sadness | neutral,crime | environment | health | entertainment | money
1269,sadness | fear | neutral,crime | environment | health | entertainment | money
1270,disgust | anger | surprise | neutral,sports | environment | politics | crime | health | entertainment
1271,disgust | sadness | joy | neutral,environment | crime | health | entertainment | education
1272,disgust | surprise | neutral,environment | entertainment | money | health
1273,anger | sadness | neutral,environment | entertainment | politics | technology
1274,joy | neutral,technology | environment | politics | health | entertainment | education
1275,disgust | sadness | neutral,environment | entertainment | crime
1276,disgust | neutral,sports | environment | politics | health | entertainment | education | money
1277,sadness | neutral,sports | technology | environment | crime | entertainment | education | money
1278,disgust | joy | neutral,sports | politics | environment | crime | entertainment | money
1279,disgust | anger | neutral,technology | environment | politics | crime | health | entertainment | money
1280,fear | neutral,sports | technology | environment | crime | health | entertainment | money
1281,neutral,sports | technology | environment | health | entertainment | money
1282,anger | sadness | fear | neutral,technology | environment | crime | health | entertainment
1283,sadness | neutral,technology | environment | crime | health | entertainment | money
1284,disgust | anger | joy | neutral,crime | entertainment | money | environment
1285,fear | sadness | neutral,sports | technology | environment | crime | health | entertainment | money
1286,sadness | surprise | neutral,technology | crime | environment | health | entertainment | money
1287,disgust | sadness | joy | neutral | anger,environment | entertainment | crime
1288,sadness | joy | neutral,environment | entertainment | money | technology
1289,sadness | neutral,sports | technology | environment | health | entertainment
1290,anger | fear | neutral,sports | technology | crime | environment | entertainment | money
1291,disgust | neutral,sports | technology | environment | crime | entertainment | money
1292,fear | surprise | neutral,technology | environment | crime | entertainment | money
1293,anger | sadness | surprise | neutral,environment | entertainment | money | technology
1294,anger | sadness | neutral,environment | crime | health | entertainment | money
1295,neutral,sports | technology | crime | environment | entertainment | education | money
1296,anger | sadness | neutral,technology | crime | environment | health | entertainment | money
1297,anger | sadness | joy | neutral,technology | crime | politics | environment | health | entertainment | education
1298,neutral,sports | technology | environment | health | entertainment | money
1299,anger | neutral,technology | environment | crime | health | entertainment | money
1300,sadness | joy | neutral,environment | entertainment | crime | technology
1301,neutral,sports | environment | politics | crime | health | entertainment | money
1302,anger | fear | joy | neutral,technology | environment | health | entertainment | education | money
1303,anger | sadness | joy | neutral,technology | environment | crime | health | entertainment
1304,sadness | fear | neutral | joy,technology | environment | health | entertainment | education | money
1305,neutral,environment | entertainment | sports | technology
1306,anger | fear | sadness | neutral,crime | environment | entertainment | education | money
1307,sadness | neutral,sports | environment | crime | entertainment | money
1308,anger | fear | sadness | neutral,environment | entertainment | politics | crime
1309,joy | neutral,environment | entertainment | sports | technology
1310,anger | sadness | neutral,politics | crime | environment | entertainment | money
1311,anger | sadness | fear | neutral,environment | entertainment | crime
1312,joy | neutral,technology | politics | crime | environment | entertainment
1313,fear | sadness | surprise | neutral,sports | technology | environment | crime | entertainment | education
1314,disgust | fear | joy | neutral,sports | technology | crime | environment | health | entertainment | education
1315,fear | sadness | surprise | neutral | anger,technology | crime | politics | environment | health | entertainment | education
1316,sadness | neutral,environment | entertainment | politics
1317,anger | neutral,environment | entertainment | education | crime
1318,sadness | neutral,sports | technology | environment | health | entertainment
1319,anger | surprise | joy | neutral,technology | environment | crime | health | entertainment | education
1320,fear | sadness | neutral,environment | entertainment | education
1321,sadness | neutral,environment | entertainment | sports | money
1322,disgust | sadness | neutral,environment | entertainment | health
1323,fear | sadness | joy | neutral,technology | environment | crime | health | entertainment | education
1324,sadness | joy | neutral,environment | entertainment | sports | health
1325,sadness | neutral,environment | politics | crime | health | entertainment | education | money
1326,disgust | surprise | neutral,sports | technology | environment | crime | entertainment | education
1327,sadness | neutral,sports | technology | environment | entertainment | education
1328,anger | neutral,sports | crime | politics | environment | entertainment | money
1329,sadness | neutral,sports | environment | crime | entertainment | education
1330,sadness | joy | neutral,environment | entertainment
1331,fear | surprise | neutral,environment | entertainment | money | technology
1332,joy | neutral,sports | technology | environment | crime | entertainment
1333,disgust | fear | sadness | joy | neutral,technology | environment | crime | health | entertainment | education
1334,neutral,technology | environment | politics | crime | entertainment
1335,disgust | sadness | joy | neutral,environment | entertainment | money | crime
1336,sadness | joy | neutral,environment | entertainment | money | crime
1337,sadness | joy | neutral,environment | entertainment | crime
1338,anger | fear | sadness | neutral,sports | crime | politics | environment | entertainment
1339,sadness | neutral,environment | entertainment | sports | money
1340,disgust | neutral,environment | entertainment | crime | health
1341,sadness | neutral,environment | entertainment | politics | money
1342,sadness | neutral,environment | entertainment | politics | money
1343,surprise | joy | neutral,environment | entertainment | money | technology
1344,fear | surprise | neutral,sports | technology | environment | politics | crime | health | entertainment | money
1345,sadness | neutral,technology | environment | health | entertainment | education
1346,sadness | surprise | neutral | joy,technology | environment | crime | entertainment | money
1347,anger | neutral,politics | entertainment | crime | environment
1348,neutral,environment | entertainment | education
1349,neutral,environment | entertainment | politics
1350,fear | sadness | neutral,technology | environment | politics | crime | entertainment | education | money
1351,fear | sadness | joy | surprise | neutral,technology | environment | entertainment | education | money
1352,fear | sadness | joy | neutral,technology | environment | politics | entertainment | education
1353,sadness | neutral,environment | entertainment | sports | technology
1354,sadness | fear | neutral,environment | entertainment | money | crime
1355,sadness | neutral,technology | environment | crime | politics | entertainment | education
1356,anger | neutral,environment | politics | crime | entertainment | money
1357,surprise | joy | neutral,environment | entertainment | money | education
1358,sadness | joy | neutral,environment | entertainment | education | health
1359,sadness | fear | neutral,technology | environment | entertainment | education | money
1360,sadness | neutral,politics | crime | environment | entertainment | education
1361,sadness | neutral,environment | crime | politics | health | entertainment | education | money
1362,anger | neutral,technology | environment | politics | crime | entertainment | money
1363,anger | surprise | neutral | joy,education | entertainment | money | environment
1364,anger | fear | sadness | neutral,technology | environment | politics | crime | entertainment | education
1365,neutral,environment | entertainment | money | health
1366,neutral,environment | entertainment | education | crime
1367,neutral,crime | entertainment | environment
1368,anger | neutral,technology | politics | environment | crime | health | entertainment | money
1369,disgust | neutral,environment | politics | crime | health | entertainment | education
1370,disgust | neutral,technology | environment | crime | entertainment | education
1371,fear | neutral,technology | politics | environment | health | entertainment | money
1372,sadness | joy | neutral,sports | technology | crime | environment | health | entertainment | education | money
1373,anger | sadness | neutral,environment | entertainment | sports
1374,sadness | neutral,technology | environment | crime | entertainment | money
1375,fear | neutral,environment | entertainment | money | technology
1376,neutral,technology | environment | politics | entertainment | money
1377,anger | sadness | neutral,technology | environment | politics | entertainment | education | money
1378,sadness | neutral,environment | entertainment | crime | health
1379,anger | joy | neutral,technology | environment | politics | entertainment | money
1380,neutral,sports | crime | environment | entertainment | money
1381,sadness | neutral,environment | entertainment | money | technology
1382,disgust | neutral,sports | technology | environment | crime | entertainment | money
1383,sadness | neutral,technology | environment | entertainment | education | money
1384,sadness | neutral,technology | environment | crime | entertainment | money
1385,fear | sadness | joy | neutral,technology | environment | crime | politics | entertainment | money
1386,sadness | fear | neutral,technology | crime | environment | entertainment | education | money
1387,fear | neutral,crime | environment | health | entertainment | education
1388,fear | neutral,technology | environment | politics | crime | entertainment | money
1389,sadness | neutral,technology | environment | politics | entertainment | money
1390,sadness | neutral,environment | crime | politics | entertainment | education | money
1391,joy | neutral,sports | technology | environment | health | entertainment | money
1392,fear | neutral,sports | technology | environment | politics | crime | entertainment | education | money
1393,neutral,technology | politics | crime | environment | entertainment | money
1394,sadness | neutral,sports | technology | environment | politics | crime | health | entertainment | money
1395,neutral,sports | technology | environment | crime | entertainment
1396,anger | sadness | neutral,technology | environment | politics | crime | entertainment | money
1397,sadness | neutral,technology | environment | crime | entertainment | education | money
1398,anger | neutral,sports | technology | environment | entertainment | money
1399,disgust | neutral,technology | environment | crime | entertainment | money
1400,disgust | anger | fear | neutral,technology | crime | environment | politics | health | entertainment | money
1401,anger | surprise | neutral,technology | environment | politics | crime | entertainment
1402,neutral,sports | technology | environment | crime | entertainment | education | money
1403,disgust | sadness | surprise | neutral | anger,environment | entertainment | crime | technology
1404,anger | fear | neutral,technology | environment | politics | health | entertainment | money
1405,disgust | neutral,technology | environment | crime | entertainment | money
1406,sadness | surprise | neutral,environment | entertainment | money | technology
1407,anger | fear | neutral,technology | environment | crime | health | entertainment | money
1408,neutral,technology | environment | politics | health | entertainment | money
1409,fear | sadness | neutral,environment | crime | health | entertainment | education | money
1410,sadness | joy | neutral,crime | environment | health | entertainment | education | money
1411,sadness | neutral,environment | entertainment | money | crime
1412,disgust | sadness | fear | neutral,sports | technology | environment | politics | crime | health | entertainment | money
1413,sadness | neutral,environment | entertainment | money | crime
1414,fear | neutral,environment | entertainment | money | technology
1415,sadness | neutral,technology | environment | politics | entertainment | money
1416,neutral,environment | entertainment | money | technology
1417,anger | sadness | neutral,environment | entertainment | money | technology
1418,fear | neutral,environment | politics | health | entertainment | money
1419,anger | sadness | neutral,technology | environment | crime | entertainment | money
1420,neutral,environment | entertainment | money | technology
1421,anger | neutral,crime | entertainment | technology | environment
1422,fear | neutral,technology | environment | crime | politics | health | entertainment | money
1423,neutral,sports | technology | politics | crime | environment | health | entertainment | money
1424,anger | neutral,environment | politics | crime | entertainment | education | money
1425,disgust | neutral,sports | technology | environment | crime | politics | entertainment | money
1426,fear | sadness | neutral,technology | crime | environment | health | entertainment | education | money
1427,neutral,sports | technology | politics | environment | crime | entertainment | money
1428,disgust | neutral,politics | crime | environment | entertainment | money
1429,sadness | fear | neutral,environment | politics | crime | entertainment | money
1430,fear | neutral,technology | environment | politics | health | entertainment | money
1431,neutral,technology | environment | crime | entertainment | money
1432,disgust | anger | neutral,technology | crime | environment | health | entertainment | education | money
1433,joy | neutral,technology | environment | politics | crime | entertainment | money
1434,anger | neutral,environment | politics | crime | entertainment | money
1435,neutral,technology | politics | environment | entertainment | money
1436,anger | neutral,technology | politics | crime | environment | entertainment | money
1437,disgust | neutral,technology | crime | environment | politics | health | entertainment | money
1438,neutral,technology | politics | crime | environment | entertainment | money
1439,joy | neutral,technology | environment | crime | entertainment | money
1440,fear | joy | neutral,environment | entertainment | money | technology
1441,anger | joy | neutral,sports | technology | politics | environment | crime | health | entertainment | money
1442,neutral,technology | politics | crime | environment | entertainment | money
1443,anger | fear | neutral,environment | politics | crime | entertainment | money
1444,sadness | fear | neutral,technology | environment | politics | health | entertainment | money
1445,disgust | neutral,technology | environment | politics | crime | health | entertainment | money
1446,fear | joy | neutral,crime | politics | environment | health | entertainment | money
1447,joy | neutral,sports | technology | environment | politics | health | entertainment | money
1448,anger | joy | neutral,environment | crime | health | entertainment | money
1449,anger | fear | neutral,technology | politics | crime | environment | health | entertainment | money
1450,disgust | anger | sadness | neutral,technology | environment | politics | crime | health | entertainment | money
1451,neutral,technology | politics | environment | health | entertainment | money
1452,anger | neutral,technology | crime | politics | environment | entertainment | money
1453,anger | neutral,technology | politics | crime | environment | entertainment | money
