Doc,Emotions,Topics
N851,neutral,environment
N851,neutral,entertainment
N851,neutral,technology
N852,fear,environment
N852,fear,crime
N852,fear,politics
N852,fear,health
N852,fear,entertainment
N852,fear,money
N852,joy,environment
N852,joy,crime
N852,joy,politics
N852,joy,health
N852,joy,entertainment
N852,joy,money
N852,surprise,environment
N852,surprise,crime
N852,surprise,politics
N852,surprise,health
N852,surprise,entertainment
N852,surprise,money
N852,neutral,environment
N852,neutral,crime
N852,neutral,politics
N852,neutral,health
N852,neutral,entertainment
N852,neutral,money
N852,anger,environment
N852,anger,crime
N852,anger,politics
N852,anger,health
N852,anger,entertainment
N852,anger,money
N853,fear,sports
N853,fear,technology
N853,fear,environment
N853,fear,crime
N853,fear,entertainment
N853,fear,money
N853,surprise,sports
N853,surprise,technology
N853,surprise,environment
N853,surprise,crime
N853,surprise,entertainment
N853,surprise,money
N853,neutral,sports
N853,neutral,technology
N853,neutral,environment
N853,neutral,crime
N853,neutral,entertainment
N853,neutral,money
N854,sadness,crime
N854,sadness,politics
N854,sadness,environment
N854,sadness,entertainment
N854,sadness,money
N854,neutral,crime
N854,neutral,politics
N854,neutral,environment
N854,neutral,entertainment
N854,neutral,money
N855,anger,technology
N855,anger,environment
N855,anger,politics
N855,anger,crime
N855,anger,entertainment
N855,anger,money
N855,fear,technology
N855,fear,environment
N855,fear,politics
N855,fear,crime
N855,fear,entertainment
N855,fear,money
N855,sadness,technology
N855,sadness,environment
N855,sadness,politics
N855,sadness,crime
N855,sadness,entertainment
N855,sadness,money
N855,neutral,technology
N855,neutral,environment
N855,neutral,politics
N855,neutral,crime
N855,neutral,entertainment
N855,neutral,money
N856,anger,environment
N856,anger,politics
N856,anger,entertainment
N856,anger,education
N856,anger,money
N856,fear,environment
N856,fear,politics
N856,fear,entertainment
N856,fear,education
N856,fear,money
N856,neutral,environment
N856,neutral,politics
N856,neutral,entertainment
N856,neutral,education
N856,neutral,money
N857,neutral,technology
N857,neutral,environment
N857,neutral,politics
N857,neutral,health
N857,neutral,entertainment
N858,anger,environment
N858,anger,entertainment
N858,anger,crime
N858,anger,technology
N858,sadness,environment
N858,sadness,entertainment
N858,sadness,crime
N858,sadness,technology
N858,surprise,environment
N858,surprise,entertainment
N858,surprise,crime
N858,surprise,technology
N858,neutral,environment
N858,neutral,entertainment
N858,neutral,crime
N858,neutral,technology
N859,neutral,sports
N859,neutral,crime
N859,neutral,politics
N859,neutral,environment
N859,neutral,entertainment
N859,neutral,money
N860,anger,sports
N860,anger,technology
N860,anger,environment
N860,anger,crime
N860,anger,entertainment
N860,neutral,sports
N860,neutral,technology
N860,neutral,environment
N860,neutral,crime
N860,neutral,entertainment
N861,disgust,technology
N861,disgust,crime
N861,disgust,environment
N861,disgust,entertainment
N861,disgust,money
N861,fear,technology
N861,fear,crime
N861,fear,environment
N861,fear,entertainment
N861,fear,money
N861,surprise,technology
N861,surprise,crime
N861,surprise,environment
N861,surprise,entertainment
N861,surprise,money
N861,neutral,technology
N861,neutral,crime
N861,neutral,environment
N861,neutral,entertainment
N861,neutral,money
N861,anger,technology
N861,anger,crime
N861,anger,environment
N861,anger,entertainment
N861,anger,money
N862,sadness,environment
N862,sadness,entertainment
N862,sadness,crime
N862,sadness,technology
N862,neutral,environment
N862,neutral,entertainment
N862,neutral,crime
N862,neutral,technology
N863,neutral,technology
N863,neutral,environment
N863,neutral,politics
N863,neutral,entertainment
N863,neutral,education
N863,neutral,money
N864,anger,environment
N864,anger,entertainment
N864,anger,crime
N864,anger,technology
N864,fear,environment
N864,fear,entertainment
N864,fear,crime
N864,fear,technology
N864,neutral,environment
N864,neutral,entertainment
N864,neutral,crime
N864,neutral,technology
N865,anger,technology
N865,anger,environment
N865,anger,crime
N865,anger,entertainment
N865,anger,education
N865,fear,technology
N865,fear,environment
N865,fear,crime
N865,fear,entertainment
N865,fear,education
N865,joy,technology
N865,joy,environment
N865,joy,crime
N865,joy,entertainment
N865,joy,education
N865,neutral,technology
N865,neutral,environment
N865,neutral,crime
N865,neutral,entertainment
N865,neutral,education
N866,joy,technology
N866,joy,environment
N866,joy,politics
N866,joy,entertainment
N866,joy,education
N866,joy,money
N866,neutral,technology
N866,neutral,environment
N866,neutral,politics
N866,neutral,entertainment
N866,neutral,education
N866,neutral,money
N867,anger,crime
N867,anger,entertainment
N867,anger,politics
N867,anger,environment
N867,fear,crime
N867,fear,entertainment
N867,fear,politics
N867,fear,environment
N867,neutral,crime
N867,neutral,entertainment
N867,neutral,politics
N867,neutral,environment
N868,anger,crime
N868,anger,entertainment
N868,anger,money
N868,anger,environment
N868,sadness,crime
N868,sadness,entertainment
N868,sadness,money
N868,sadness,environment
N868,neutral,crime
N868,neutral,entertainment
N868,neutral,money
N868,neutral,environment
N869,disgust,environment
N869,disgust,entertainment
N869,disgust,technology
N869,neutral,environment
N869,neutral,entertainment
N869,neutral,technology
N870,neutral,environment
N870,neutral,entertainment
N870,neutral,money
N870,neutral,technology
N871,sadness,sports
N871,sadness,technology
N871,sadness,environment
N871,sadness,entertainment
N871,sadness,education
N871,sadness,money
N871,neutral,sports
N871,neutral,technology
N871,neutral,environment
N871,neutral,entertainment
N871,neutral,education
N871,neutral,money
N872,disgust,technology
N872,disgust,crime
N872,disgust,environment
N872,disgust,entertainment
N872,disgust,money
N872,fear,technology
N872,fear,crime
N872,fear,environment
N872,fear,entertainment
N872,fear,money
N872,sadness,technology
N872,sadness,crime
N872,sadness,environment
N872,sadness,entertainment
N872,sadness,money
N872,neutral,technology
N872,neutral,crime
N872,neutral,environment
N872,neutral,entertainment
N872,neutral,money
N872,anger,technology
N872,anger,crime
N872,anger,environment
N872,anger,entertainment
N872,anger,money
N873,disgust,technology
N873,disgust,crime
N873,disgust,environment
N873,disgust,entertainment
N873,disgust,education
N873,disgust,money
N873,anger,technology
N873,anger,crime
N873,anger,environment
N873,anger,entertainment
N873,anger,education
N873,anger,money
N873,neutral,technology
N873,neutral,crime
N873,neutral,environment
N873,neutral,entertainment
N873,neutral,education
N873,neutral,money
N874,sadness,technology
N874,sadness,politics
N874,sadness,environment
N874,sadness,entertainment
N874,sadness,money
N874,neutral,technology
N874,neutral,politics
N874,neutral,environment
N874,neutral,entertainment
N874,neutral,money
N875,disgust,technology
N875,disgust,environment
N875,disgust,politics
N875,disgust,crime
N875,disgust,health
N875,disgust,entertainment
N875,disgust,education
N875,disgust,money
N875,sadness,technology
N875,sadness,environment
N875,sadness,politics
N875,sadness,crime
N875,sadness,health
N875,sadness,entertainment
N875,sadness,education
N875,sadness,money
N875,neutral,technology
N875,neutral,environment
N875,neutral,politics
N875,neutral,crime
N875,neutral,health
N875,neutral,entertainment
N875,neutral,education
N875,neutral,money
N876,fear,technology
N876,fear,environment
N876,fear,crime
N876,fear,entertainment
N876,fear,money
N876,sadness,technology
N876,sadness,environment
N876,sadness,crime
N876,sadness,entertainment
N876,sadness,money
N876,surprise,technology
N876,surprise,environment
N876,surprise,crime
N876,surprise,entertainment
N876,surprise,money
N876,neutral,technology
N876,neutral,environment
N876,neutral,crime
N876,neutral,entertainment
N876,neutral,money
N877,anger,environment
N877,anger,sports
N877,anger,money
N877,fear,environment
N877,fear,sports
N877,fear,money
N877,joy,environment
N877,joy,sports
N877,joy,money
N877,neutral,environment
N877,neutral,sports
N877,neutral,money
N878,sadness,environment
N878,sadness,entertainment
N878,sadness,money
N878,sadness,technology
N878,neutral,environment
N878,neutral,entertainment
N878,neutral,money
N878,neutral,technology
N879,anger,technology
N879,anger,environment
N879,anger,crime
N879,anger,entertainment
N879,anger,education
N879,anger,money
N879,fear,technology
N879,fear,environment
N879,fear,crime
N879,fear,entertainment
N879,fear,education
N879,fear,money
N879,neutral,technology
N879,neutral,environment
N879,neutral,crime
N879,neutral,entertainment
N879,neutral,education
N879,neutral,money
N880,fear,sports
N880,fear,technology
N880,fear,environment
N880,fear,crime
N880,fear,health
N880,fear,entertainment
N880,fear,money
N880,neutral,sports
N880,neutral,technology
N880,neutral,environment
N880,neutral,crime
N880,neutral,health
N880,neutral,entertainment
N880,neutral,money
N881,anger,technology
N881,anger,environment
N881,anger,crime
N881,anger,entertainment
N881,anger,money
N881,fear,technology
N881,fear,environment
N881,fear,crime
N881,fear,entertainment
N881,fear,money
N881,neutral,technology
N881,neutral,environment
N881,neutral,crime
N881,neutral,entertainment
N881,neutral,money
N882,anger,technology
N882,anger,environment
N882,anger,crime
N882,anger,entertainment
N882,anger,money
N882,joy,technology
N882,joy,environment
N882,joy,crime
N882,joy,entertainment
N882,joy,money
N882,neutral,technology
N882,neutral,environment
N882,neutral,crime
N882,neutral,entertainment
N882,neutral,money
N883,disgust,technology
N883,disgust,environment
N883,disgust,politics
N883,disgust,entertainment
N883,disgust,money
N883,fear,technology
N883,fear,environment
N883,fear,politics
N883,fear,entertainment
N883,fear,money
N883,neutral,technology
N883,neutral,environment
N883,neutral,politics
N883,neutral,entertainment
N883,neutral,money
N884,neutral,environment
N884,neutral,entertainment
N884,neutral,sports
N885,sadness,technology
N885,sadness,environment
N885,sadness,politics
N885,sadness,entertainment
N885,sadness,money
N885,joy,technology
N885,joy,environment
N885,joy,politics
N885,joy,entertainment
N885,joy,money
N885,neutral,technology
N885,neutral,environment
N885,neutral,politics
N885,neutral,entertainment
N885,neutral,money
N886,disgust,sports
N886,disgust,technology
N886,disgust,environment
N886,disgust,crime
N886,disgust,entertainment
N886,disgust,money
N886,neutral,sports
N886,neutral,technology
N886,neutral,environment
N886,neutral,crime
N886,neutral,entertainment
N886,neutral,money
N887,fear,sports
N887,fear,environment
N887,fear,crime
N887,fear,entertainment
N887,fear,money
N887,neutral,sports
N887,neutral,environment
N887,neutral,crime
N887,neutral,entertainment
N887,neutral,money
N888,fear,technology
N888,fear,environment
N888,fear,crime
N888,fear,health
N888,fear,entertainment
N888,fear,money
N888,neutral,technology
N888,neutral,environment
N888,neutral,crime
N888,neutral,health
N888,neutral,entertainment
N888,neutral,money
N889,sadness,technology
N889,sadness,environment
N889,sadness,entertainment
N889,sadness,education
N889,sadness,money
N889,neutral,technology
N889,neutral,environment
N889,neutral,entertainment
N889,neutral,education
N889,neutral,money
N890,fear,environment
N890,fear,entertainment
N890,fear,money
N890,fear,technology
N890,neutral,environment
N890,neutral,entertainment
N890,neutral,money
N890,neutral,technology
N891,anger,sports
N891,anger,environment
N891,anger,politics
N891,anger,health
N891,anger,entertainment
N891,sadness,sports
N891,sadness,environment
N891,sadness,politics
N891,sadness,health
N891,sadness,entertainment
N891,neutral,sports
N891,neutral,environment
N891,neutral,politics
N891,neutral,health
N891,neutral,entertainment
N892,anger,technology
N892,anger,crime
N892,anger,politics
N892,anger,environment
N892,anger,health
N892,anger,entertainment
N892,anger,education
N892,anger,money
N892,neutral,technology
N892,neutral,crime
N892,neutral,politics
N892,neutral,environment
N892,neutral,health
N892,neutral,entertainment
N892,neutral,education
N892,neutral,money
N893,neutral,technology
N893,neutral,environment
N893,neutral,crime
N893,neutral,entertainment
N893,neutral,money
N894,sadness,environment
N894,sadness,entertainment
N894,sadness,money
N894,sadness,technology
N894,neutral,environment
N894,neutral,entertainment
N894,neutral,money
N894,neutral,technology
N895,anger,environment
N895,anger,entertainment
N895,anger,money
N895,anger,health
N895,fear,environment
N895,fear,entertainment
N895,fear,money
N895,fear,health
N895,neutral,environment
N895,neutral,entertainment
N895,neutral,money
N895,neutral,health
N896,neutral,technology
N896,neutral,environment
N896,neutral,politics
N896,neutral,entertainment
N896,neutral,money
N897,neutral,technology
N897,neutral,environment
N897,neutral,entertainment
N897,neutral,education
N897,neutral,money
N898,sadness,technology
N898,sadness,crime
N898,sadness,environment
N898,sadness,entertainment
N898,sadness,education
N898,sadness,money
N898,joy,technology
N898,joy,crime
N898,joy,environment
N898,joy,entertainment
N898,joy,education
N898,joy,money
N898,neutral,technology
N898,neutral,crime
N898,neutral,environment
N898,neutral,entertainment
N898,neutral,education
N898,neutral,money
N899,sadness,environment
N899,sadness,entertainment
N899,sadness,money
N899,sadness,technology
N899,neutral,environment
N899,neutral,entertainment
N899,neutral,money
N899,neutral,technology
N900,anger,technology
N900,anger,environment
N900,anger,politics
N900,anger,entertainment
N900,anger,money
N900,fear,technology
N900,fear,environment
N900,fear,politics
N900,fear,entertainment
N900,fear,money
N900,neutral,technology
N900,neutral,environment
N900,neutral,politics
N900,neutral,entertainment
N900,neutral,money
N901,neutral,sports
N901,neutral,technology
N901,neutral,crime
N901,neutral,environment
N901,neutral,health
N901,neutral,entertainment
N901,neutral,money
N902,neutral,sports
N902,neutral,technology
N902,neutral,environment
N902,neutral,entertainment
N902,neutral,money
N903,fear,environment
N903,fear,entertainment
N903,fear,money
N903,fear,technology
N903,neutral,environment
N903,neutral,entertainment
N903,neutral,money
N903,neutral,technology
N904,fear,environment
N904,fear,entertainment
N904,fear,money
N904,fear,health
N904,neutral,environment
N904,neutral,entertainment
N904,neutral,money
N904,neutral,health
N905,anger,technology
N905,anger,environment
N905,anger,crime
N905,anger,entertainment
N905,anger,money
N905,sadness,technology
N905,sadness,environment
N905,sadness,crime
N905,sadness,entertainment
N905,sadness,money
N905,neutral,technology
N905,neutral,environment
N905,neutral,crime
N905,neutral,entertainment
N905,neutral,money
N906,sadness,technology
N906,sadness,environment
N906,sadness,politics
N906,sadness,health
N906,sadness,entertainment
N906,sadness,money
N906,joy,technology
N906,joy,environment
N906,joy,politics
N906,joy,health
N906,joy,entertainment
N906,joy,money
N906,neutral,technology
N906,neutral,environment
N906,neutral,politics
N906,neutral,health
N906,neutral,entertainment
N906,neutral,money
N907,neutral,technology
N907,neutral,environment
N907,neutral,crime
N907,neutral,entertainment
N907,neutral,money
N908,fear,technology
N908,fear,environment
N908,fear,health
N908,fear,entertainment
N908,fear,money
N908,joy,technology
N908,joy,environment
N908,joy,health
N908,joy,entertainment
N908,joy,money
N908,neutral,technology
N908,neutral,environment
N908,neutral,health
N908,neutral,entertainment
N908,neutral,money
N909,neutral,technology
N909,neutral,environment
N909,neutral,crime
N909,neutral,entertainment
N909,neutral,money
N910,anger,technology
N910,anger,environment
N910,anger,crime
N910,anger,entertainment
N910,anger,education
N910,anger,money
N910,fear,technology
N910,fear,environment
N910,fear,crime
N910,fear,entertainment
N910,fear,education
N910,fear,money
N910,neutral,technology
N910,neutral,environment
N910,neutral,crime
N910,neutral,entertainment
N910,neutral,education
N910,neutral,money
N911,neutral,sports
N911,neutral,technology
N911,neutral,environment
N911,neutral,crime
N911,neutral,entertainment
N911,neutral,money
N912,disgust,technology
N912,disgust,environment
N912,disgust,politics
N912,disgust,health
N912,disgust,entertainment
N912,disgust,education
N912,disgust,money
N912,neutral,technology
N912,neutral,environment
N912,neutral,politics
N912,neutral,health
N912,neutral,entertainment
N912,neutral,education
N912,neutral,money
N913,fear,technology
N913,fear,environment
N913,fear,entertainment
N913,fear,education
N913,fear,money
N913,sadness,technology
N913,sadness,environment
N913,sadness,entertainment
N913,sadness,education
N913,sadness,money
N913,neutral,technology
N913,neutral,environment
N913,neutral,entertainment
N913,neutral,education
N913,neutral,money
N914,neutral,technology
N914,neutral,environment
N914,neutral,crime
N914,neutral,entertainment
N914,neutral,money
N915,neutral,technology
N915,neutral,environment
N915,neutral,crime
N915,neutral,entertainment
N915,neutral,money
N916,fear,sports
N916,fear,technology
N916,fear,environment
N916,fear,entertainment
N916,fear,money
N916,joy,sports
N916,joy,technology
N916,joy,environment
N916,joy,entertainment
N916,joy,money
N916,neutral,sports
N916,neutral,technology
N916,neutral,environment
N916,neutral,entertainment
N916,neutral,money
N917,sadness,technology
N917,sadness,environment
N917,sadness,crime
N917,sadness,entertainment
N917,sadness,money
N917,neutral,technology
N917,neutral,environment
N917,neutral,crime
N917,neutral,entertainment
N917,neutral,money
N918,sadness,technology
N918,sadness,environment
N918,sadness,crime
N918,sadness,politics
N918,sadness,health
N918,sadness,entertainment
N918,sadness,money
N918,fear,technology
N918,fear,environment
N918,fear,crime
N918,fear,politics
N918,fear,health
N918,fear,entertainment
N918,fear,money
N918,neutral,technology
N918,neutral,environment
N918,neutral,crime
N918,neutral,politics
N918,neutral,health
N918,neutral,entertainment
N918,neutral,money
N919,joy,sports
N919,joy,technology
N919,joy,environment
N919,joy,politics
N919,joy,entertainment
N919,joy,money
N919,neutral,sports
N919,neutral,technology
N919,neutral,environment
N919,neutral,politics
N919,neutral,entertainment
N919,neutral,money
N920,sadness,environment
N920,sadness,entertainment
N920,sadness,money
N920,sadness,technology
N920,neutral,environment
N920,neutral,entertainment
N920,neutral,money
N920,neutral,technology
N921,neutral,technology
N921,neutral,environment
N921,neutral,crime
N921,neutral,entertainment
N921,neutral,money
N922,anger,technology
N922,anger,environment
N922,anger,health
N922,anger,entertainment
N922,anger,education
N922,anger,money
N922,surprise,technology
N922,surprise,environment
N922,surprise,health
N922,surprise,entertainment
N922,surprise,education
N922,surprise,money
N922,neutral,technology
N922,neutral,environment
N922,neutral,health
N922,neutral,entertainment
N922,neutral,education
N922,neutral,money
N923,fear,sports
N923,fear,environment
N923,fear,crime
N923,fear,entertainment
N923,fear,education
N923,fear,money
N923,neutral,sports
N923,neutral,environment
N923,neutral,crime
N923,neutral,entertainment
N923,neutral,education
N923,neutral,money
N924,neutral,technology
N924,neutral,environment
N924,neutral,entertainment
N924,neutral,education
N924,neutral,money
N925,fear,environment
N925,fear,entertainment
N925,fear,money
N925,fear,technology
N925,joy,environment
N925,joy,entertainment
N925,joy,money
N925,joy,technology
N925,neutral,environment
N925,neutral,entertainment
N925,neutral,money
N925,neutral,technology
N926,neutral,technology
N926,neutral,crime
N926,neutral,environment
N926,neutral,entertainment
N926,neutral,money
N927,anger,environment
N927,anger,crime
N927,anger,health
N927,anger,entertainment
N927,anger,education
N927,sadness,environment
N927,sadness,crime
N927,sadness,health
N927,sadness,entertainment
N927,sadness,education
N927,neutral,environment
N927,neutral,crime
N927,neutral,health
N927,neutral,entertainment
N927,neutral,education
N928,anger,technology
N928,anger,crime
N928,anger,environment
N928,anger,health
N928,anger,entertainment
N928,anger,education
N928,sadness,technology
N928,sadness,crime
N928,sadness,environment
N928,sadness,health
N928,sadness,entertainment
N928,sadness,education
N928,fear,technology
N928,fear,crime
N928,fear,environment
N928,fear,health
N928,fear,entertainment
N928,fear,education
N928,neutral,technology
N928,neutral,crime
N928,neutral,environment
N928,neutral,health
N928,neutral,entertainment
N928,neutral,education
N929,disgust,sports
N929,disgust,environment
N929,disgust,crime
N929,disgust,health
N929,disgust,entertainment
N929,disgust,money
N929,fear,sports
N929,fear,environment
N929,fear,crime
N929,fear,health
N929,fear,entertainment
N929,fear,money
N929,sadness,sports
N929,sadness,environment
N929,sadness,crime
N929,sadness,health
N929,sadness,entertainment
N929,sadness,money
N929,neutral,sports
N929,neutral,environment
N929,neutral,crime
N929,neutral,health
N929,neutral,entertainment
N929,neutral,money
N930,disgust,environment
N930,disgust,entertainment
N930,disgust,health
N930,fear,environment
N930,fear,entertainment
N930,fear,health
N930,sadness,environment
N930,sadness,entertainment
N930,sadness,health
N930,neutral,environment
N930,neutral,entertainment
N930,neutral,health
N931,fear,technology
N931,fear,environment
N931,fear,crime
N931,fear,health
N931,fear,entertainment
N931,fear,money
N931,sadness,technology
N931,sadness,environment
N931,sadness,crime
N931,sadness,health
N931,sadness,entertainment
N931,sadness,money
N931,neutral,technology
N931,neutral,environment
N931,neutral,crime
N931,neutral,health
N931,neutral,entertainment
N931,neutral,money
N932,fear,sports
N932,fear,technology
N932,fear,crime
N932,fear,environment
N932,fear,health
N932,fear,entertainment
N932,fear,education
N932,sadness,sports
N932,sadness,technology
N932,sadness,crime
N932,sadness,environment
N932,sadness,health
N932,sadness,entertainment
N932,sadness,education
N932,joy,sports
N932,joy,technology
N932,joy,crime
N932,joy,environment
N932,joy,health
N932,joy,entertainment
N932,joy,education
N932,neutral,sports
N932,neutral,technology
N932,neutral,crime
N932,neutral,environment
N932,neutral,health
N932,neutral,entertainment
N932,neutral,education
N932,anger,sports
N932,anger,technology
N932,anger,crime
N932,anger,environment
N932,anger,health
N932,anger,entertainment
N932,anger,education
N933,anger,sports
N933,anger,technology
N933,anger,crime
N933,anger,politics
N933,anger,environment
N933,anger,health
N933,anger,entertainment
N933,sadness,sports
N933,sadness,technology
N933,sadness,crime
N933,sadness,politics
N933,sadness,environment
N933,sadness,health
N933,sadness,entertainment
N933,neutral,sports
N933,neutral,technology
N933,neutral,crime
N933,neutral,politics
N933,neutral,environment
N933,neutral,health
N933,neutral,entertainment
N934,sadness,technology
N934,sadness,environment
N934,sadness,crime
N934,sadness,health
N934,sadness,entertainment
N934,neutral,technology
N934,neutral,environment
N934,neutral,crime
N934,neutral,health
N934,neutral,entertainment
N935,surprise,environment
N935,surprise,entertainment
N935,surprise,money
N935,surprise,crime
N935,neutral,environment
N935,neutral,entertainment
N935,neutral,money
N935,neutral,crime
N936,disgust,technology
N936,disgust,environment
N936,disgust,crime
N936,disgust,politics
N936,disgust,health
N936,disgust,entertainment
N936,fear,technology
N936,fear,environment
N936,fear,crime
N936,fear,politics
N936,fear,health
N936,fear,entertainment
N936,sadness,technology
N936,sadness,environment
N936,sadness,crime
N936,sadness,politics
N936,sadness,health
N936,sadness,entertainment
N936,neutral,technology
N936,neutral,environment
N936,neutral,crime
N936,neutral,politics
N936,neutral,health
N936,neutral,entertainment
N937,sadness,technology
N937,sadness,environment
N937,sadness,crime
N937,sadness,health
N937,sadness,entertainment
N937,joy,technology
N937,joy,environment
N937,joy,crime
N937,joy,health
N937,joy,entertainment
N937,neutral,technology
N937,neutral,environment
N937,neutral,crime
N937,neutral,health
N937,neutral,entertainment
N938,neutral,technology
N938,neutral,crime
N938,neutral,environment
N938,neutral,health
N938,neutral,entertainment
N939,disgust,environment
N939,disgust,entertainment
N939,disgust,education
N939,disgust,health
N939,sadness,environment
N939,sadness,entertainment
N939,sadness,education
N939,sadness,health
N939,surprise,environment
N939,surprise,entertainment
N939,surprise,education
N939,surprise,health
N939,joy,environment
N939,joy,entertainment
N939,joy,education
N939,joy,health
N939,neutral,environment
N939,neutral,entertainment
N939,neutral,education
N939,neutral,health
N940,disgust,environment
N940,disgust,crime
N940,disgust,health
N940,disgust,entertainment
N940,disgust,education
N940,sadness,environment
N940,sadness,crime
N940,sadness,health
N940,sadness,entertainment
N940,sadness,education
N940,surprise,environment
N940,surprise,crime
N940,surprise,health
N940,surprise,entertainment
N940,surprise,education
N940,neutral,environment
N940,neutral,crime
N940,neutral,health
N940,neutral,entertainment
N940,neutral,education
N941,joy,technology
N941,joy,environment
N941,joy,health
N941,joy,entertainment
N941,joy,money
N941,neutral,technology
N941,neutral,environment
N941,neutral,health
N941,neutral,entertainment
N941,neutral,money
N942,sadness,sports
N942,sadness,technology
N942,sadness,politics
N942,sadness,environment
N942,sadness,crime
N942,sadness,health
N942,sadness,entertainment
N942,sadness,education
N942,neutral,sports
N942,neutral,technology
N942,neutral,politics
N942,neutral,environment
N942,neutral,crime
N942,neutral,health
N942,neutral,entertainment
N942,neutral,education
N943,anger,environment
N943,anger,entertainment
N943,anger,money
N943,anger,crime
N943,sadness,environment
N943,sadness,entertainment
N943,sadness,money
N943,sadness,crime
N943,neutral,environment
N943,neutral,entertainment
N943,neutral,money
N943,neutral,crime
N944,sadness,technology
N944,sadness,environment
N944,sadness,crime
N944,sadness,health
N944,sadness,entertainment
N944,sadness,money
N944,neutral,technology
N944,neutral,environment
N944,neutral,crime
N944,neutral,health
N944,neutral,entertainment
N944,neutral,money
N945,disgust,technology
N945,disgust,environment
N945,disgust,crime
N945,disgust,health
N945,disgust,entertainment
N945,fear,technology
N945,fear,environment
N945,fear,crime
N945,fear,health
N945,fear,entertainment
N945,sadness,technology
N945,sadness,environment
N945,sadness,crime
N945,sadness,health
N945,sadness,entertainment
N945,surprise,technology
N945,surprise,environment
N945,surprise,crime
N945,surprise,health
N945,surprise,entertainment
N945,neutral,technology
N945,neutral,environment
N945,neutral,crime
N945,neutral,health
N945,neutral,entertainment
N946,neutral,sports
N946,neutral,technology
N946,neutral,politics
N946,neutral,environment
N946,neutral,health
N946,neutral,entertainment
N946,neutral,education
N947,disgust,technology
N947,disgust,environment
N947,disgust,crime
N947,disgust,health
N947,disgust,entertainment
N947,sadness,technology
N947,sadness,environment
N947,sadness,crime
N947,sadness,health
N947,sadness,entertainment
N947,neutral,technology
N947,neutral,environment
N947,neutral,crime
N947,neutral,health
N947,neutral,entertainment
N948,anger,crime
N948,anger,entertainment
N948,anger,health
N948,anger,environment
N948,sadness,crime
N948,sadness,entertainment
N948,sadness,health
N948,sadness,environment
N948,neutral,crime
N948,neutral,entertainment
N948,neutral,health
N948,neutral,environment
N949,anger,technology
N949,anger,politics
N949,anger,crime
N949,anger,environment
N949,anger,health
N949,anger,entertainment
N949,anger,education
N949,neutral,technology
N949,neutral,politics
N949,neutral,crime
N949,neutral,environment
N949,neutral,health
N949,neutral,entertainment
N949,neutral,education
N950,sadness,technology
N950,sadness,environment
N950,sadness,crime
N950,sadness,health
N950,sadness,entertainment
N950,sadness,money
N950,surprise,technology
N950,surprise,environment
N950,surprise,crime
N950,surprise,health
N950,surprise,entertainment
N950,surprise,money
N950,neutral,technology
N950,neutral,environment
N950,neutral,crime
N950,neutral,health
N950,neutral,entertainment
N950,neutral,money
N951,anger,environment
N951,anger,crime
N951,anger,health
N951,anger,entertainment
N951,anger,money
N951,sadness,environment
N951,sadness,crime
N951,sadness,health
N951,sadness,entertainment
N951,sadness,money
N951,joy,environment
N951,joy,crime
N951,joy,health
N951,joy,entertainment
N951,joy,money
N951,neutral,environment
N951,neutral,crime
N951,neutral,health
N951,neutral,entertainment
N951,neutral,money
N952,disgust,sports
N952,disgust,technology
N952,disgust,environment
N952,disgust,health
N952,disgust,entertainment
N952,disgust,money
N952,fear,sports
N952,fear,technology
N952,fear,environment
N952,fear,health
N952,fear,entertainment
N952,fear,money
N952,sadness,sports
N952,sadness,technology
N952,sadness,environment
N952,sadness,health
N952,sadness,entertainment
N952,sadness,money
N952,neutral,sports
N952,neutral,technology
N952,neutral,environment
N952,neutral,health
N952,neutral,entertainment
N952,neutral,money
N952,anger,sports
N952,anger,technology
N952,anger,environment
N952,anger,health
N952,anger,entertainment
N952,anger,money
N953,disgust,environment
N953,disgust,politics
N953,disgust,crime
N953,disgust,health
N953,disgust,entertainment
N953,disgust,money
N953,sadness,environment
N953,sadness,politics
N953,sadness,crime
N953,sadness,health
N953,sadness,entertainment
N953,sadness,money
N953,neutral,environment
N953,neutral,politics
N953,neutral,crime
N953,neutral,health
N953,neutral,entertainment
N953,neutral,money
N954,fear,environment
N954,fear,entertainment
N954,fear,politics
N954,fear,crime
N954,neutral,environment
N954,neutral,entertainment
N954,neutral,politics
N954,neutral,crime
N955,disgust,technology
N955,disgust,crime
N955,disgust,environment
N955,disgust,health
N955,disgust,entertainment
N955,disgust,education
N955,sadness,technology
N955,sadness,crime
N955,sadness,environment
N955,sadness,health
N955,sadness,entertainment
N955,sadness,education
N955,fear,technology
N955,fear,crime
N955,fear,environment
N955,fear,health
N955,fear,entertainment
N955,fear,education
N955,neutral,technology
N955,neutral,crime
N955,neutral,environment
N955,neutral,health
N955,neutral,entertainment
N955,neutral,education
N956,anger,crime
N956,anger,entertainment
N956,anger,environment
N956,anger,health
N956,sadness,crime
N956,sadness,entertainment
N956,sadness,environment
N956,sadness,health
N956,fear,crime
N956,fear,entertainment
N956,fear,environment
N956,fear,health
N956,neutral,crime
N956,neutral,entertainment
N956,neutral,environment
N956,neutral,health
N957,disgust,technology
N957,disgust,environment
N957,disgust,crime
N957,disgust,politics
N957,disgust,health
N957,disgust,entertainment
N957,sadness,technology
N957,sadness,environment
N957,sadness,crime
N957,sadness,politics
N957,sadness,health
N957,sadness,entertainment
